제작자,차명,생산기간,생산기간,리콜개시일,리콜사유
비엠더블유코리아(주),MINI Cooper SD Countryman ALL4,2012-03-12,2016-01-21,2020-06-01,"당사는 당사의 EGR 쿨러가 이전 리콜 대상 EGR 쿨러에 비하여 개선되고 최적화 되었음을 입증하였습니다. 당사의 철학과 경영 정책에 따라, 개별 현장 사례의 분석을 계속하였습니다. 그 결과, 지속적인 노력을 통해 상황이 개선되었음에도, 현장에서 적은 수이기는 하나 EGR 쿨러의 누수가 의심되는 사례를 관찰하게 되었습니다. 이에 고객의 이익과 편의를 충실히 보호하고, 동시에 당사에 매우 중요한 한국 시장을 보호하기 위하여, 현장의 적은 수이기는 하나 이러한 의심 사례를 대처하고 해소하기 위한 예방적인 조치를 취하기로 결정하였습니다. 중요한 점으로서, 당사는 귀 기관과 자동차안전연구원에 모든 것을 투명하게 공개하며, 위와 같은 상황을 명확히 전달 드려왔고, 귀 기관 및 자동차안전연구원과의 충분한 논의를 거친 후, 이번 리콜을 시행하기로 결정하였다는 점을 말씀드립니다."
비엠더블유코리아(주),MINI Cooper SD Countryman ALL4,2011-04-21,2016-03-08,2020-10-01,"당사는 당사의 EGR 쿨러가 이전 리콜 대상 EGR 쿨러에 비하여 개선되고 최적화 되었음을 입증하였습니다. 당사의 철학과 경영 정책에 따라, 개별 현장 사례의 분석을 계속하였습니다. 그 결과, 지속적인 노력을 통해 상황이 개선되었음에도, 현장에서 적은 수이기는 하나 EGR 쿨러의 누수가 의심되는 사례를 관찰하게 되었습니다. 이에 고객의 이익과 편의를 충실히 보호하고, 동시에 당사에 매우 중요한 한국 시장을 보호하기 위하여, 현장의 적은 수이기는 하나 이러한 의심 사례를 대처하고 해소하기 위한 예방적인 조치를 취하기로 결정하였습니다. 중요한 점으로서, 당사는 귀 기관과 자동차안전연구원에 모든 것을 투명하게 공개하며, 위와 같은 상황을 명확히 전달 드려왔고, 귀 기관 및 자동차안전연구원과의 충분한 논의를 거친 후, 이번 리콜을 시행하기로 결정하였다는 점을 말씀드립니다."
비엠더블유코리아(주),MINI Cooper SD Coupe,2012-07-06,2012-09-04,2020-06-01,"당사는 당사의 EGR 쿨러가 이전 리콜 대상 EGR 쿨러에 비하여 개선되고 최적화 되었음을 입증하였습니다. 당사의 철학과 경영 정책에 따라, 개별 현장 사례의 분석을 계속하였습니다. 그 결과, 지속적인 노력을 통해 상황이 개선되었음에도, 현장에서 적은 수이기는 하나 EGR 쿨러의 누수가 의심되는 사례를 관찰하게 되었습니다. 이에 고객의 이익과 편의를 충실히 보호하고, 동시에 당사에 매우 중요한 한국 시장을 보호하기 위하여, 현장의 적은 수이기는 하나 이러한 의심 사례를 대처하고 해소하기 위한 예방적인 조치를 취하기로 결정하였습니다. 중요한 점으로서, 당사는 귀 기관과 자동차안전연구원에 모든 것을 투명하게 공개하며, 위와 같은 상황을 명확히 전달 드려왔고, 귀 기관 및 자동차안전연구원과의 충분한 논의를 거친 후, 이번 리콜을 시행하기로 결정하였다는 점을 말씀드립니다."
비엠더블유코리아(주),MINI Cooper SD Coupe,2012-06-19,2012-11-29,2020-10-01,"당사는 당사의 EGR 쿨러가 이전 리콜 대상 EGR 쿨러에 비하여 개선되고 최적화 되었음을 입증하였습니다. 당사의 철학과 경영 정책에 따라, 개별 현장 사례의 분석을 계속하였습니다. 그 결과, 지속적인 노력을 통해 상황이 개선되었음에도, 현장에서 적은 수이기는 하나 EGR 쿨러의 누수가 의심되는 사례를 관찰하게 되었습니다. 이에 고객의 이익과 편의를 충실히 보호하고, 동시에 당사에 매우 중요한 한국 시장을 보호하기 위하여, 현장의 적은 수이기는 하나 이러한 의심 사례를 대처하고 해소하기 위한 예방적인 조치를 취하기로 결정하였습니다. 중요한 점으로서, 당사는 귀 기관과 자동차안전연구원에 모든 것을 투명하게 공개하며, 위와 같은 상황을 명확히 전달 드려왔고, 귀 기관 및 자동차안전연구원과의 충분한 논의를 거친 후, 이번 리콜을 시행하기로 결정하였다는 점을 말씀드립니다."
비엠더블유코리아(주),MINI Cooper SD Paceman,2013-04-26,2013-05-24,2020-06-01,"당사는 당사의 EGR 쿨러가 이전 리콜 대상 EGR 쿨러에 비하여 개선되고 최적화 되었음을 입증하였습니다. 당사의 철학과 경영 정책에 따라, 개별 현장 사례의 분석을 계속하였습니다. 그 결과, 지속적인 노력을 통해 상황이 개선되었음에도, 현장에서 적은 수이기는 하나 EGR 쿨러의 누수가 의심되는 사례를 관찰하게 되었습니다. 이에 고객의 이익과 편의를 충실히 보호하고, 동시에 당사에 매우 중요한 한국 시장을 보호하기 위하여, 현장의 적은 수이기는 하나 이러한 의심 사례를 대처하고 해소하기 위한 예방적인 조치를 취하기로 결정하였습니다. 중요한 점으로서, 당사는 귀 기관과 자동차안전연구원에 모든 것을 투명하게 공개하며, 위와 같은 상황을 명확히 전달 드려왔고, 귀 기관 및 자동차안전연구원과의 충분한 논의를 거친 후, 이번 리콜을 시행하기로 결정하였다는 점을 말씀드립니다."
비엠더블유코리아(주),MINI Cooper SD Paceman,2012-11-20,2013-06-25,2020-10-01,"당사는 당사의 EGR 쿨러가 이전 리콜 대상 EGR 쿨러에 비하여 개선되고 최적화 되었음을 입증하였습니다. 당사의 철학과 경영 정책에 따라, 개별 현장 사례의 분석을 계속하였습니다. 그 결과, 지속적인 노력을 통해 상황이 개선되었음에도, 현장에서 적은 수이기는 하나 EGR 쿨러의 누수가 의심되는 사례를 관찰하게 되었습니다. 이에 고객의 이익과 편의를 충실히 보호하고, 동시에 당사에 매우 중요한 한국 시장을 보호하기 위하여, 현장의 적은 수이기는 하나 이러한 의심 사례를 대처하고 해소하기 위한 예방적인 조치를 취하기로 결정하였습니다. 중요한 점으로서, 당사는 귀 기관과 자동차안전연구원에 모든 것을 투명하게 공개하며, 위와 같은 상황을 명확히 전달 드려왔고, 귀 기관 및 자동차안전연구원과의 충분한 논의를 거친 후, 이번 리콜을 시행하기로 결정하였다는 점을 말씀드립니다."
비엠더블유코리아(주),MINI Cooper SD Paceman ALL4,2013-04-25,2013-04-25,2020-06-01,"당사는 당사의 EGR 쿨러가 이전 리콜 대상 EGR 쿨러에 비하여 개선되고 최적화 되었음을 입증하였습니다. 당사의 철학과 경영 정책에 따라, 개별 현장 사례의 분석을 계속하였습니다. 그 결과, 지속적인 노력을 통해 상황이 개선되었음에도, 현장에서 적은 수이기는 하나 EGR 쿨러의 누수가 의심되는 사례를 관찰하게 되었습니다. 이에 고객의 이익과 편의를 충실히 보호하고, 동시에 당사에 매우 중요한 한국 시장을 보호하기 위하여, 현장의 적은 수이기는 하나 이러한 의심 사례를 대처하고 해소하기 위한 예방적인 조치를 취하기로 결정하였습니다. 중요한 점으로서, 당사는 귀 기관과 자동차안전연구원에 모든 것을 투명하게 공개하며, 위와 같은 상황을 명확히 전달 드려왔고, 귀 기관 및 자동차안전연구원과의 충분한 논의를 거친 후, 이번 리콜을 시행하기로 결정하였다는 점을 말씀드립니다."
비엠더블유코리아(주),MINI Cooper SD Paceman ALL4,2012-10-29,2013-06-28,2020-10-01,"당사는 당사의 EGR 쿨러가 이전 리콜 대상 EGR 쿨러에 비하여 개선되고 최적화 되었음을 입증하였습니다. 당사의 철학과 경영 정책에 따라, 개별 현장 사례의 분석을 계속하였습니다. 그 결과, 지속적인 노력을 통해 상황이 개선되었음에도, 현장에서 적은 수이기는 하나 EGR 쿨러의 누수가 의심되는 사례를 관찰하게 되었습니다. 이에 고객의 이익과 편의를 충실히 보호하고, 동시에 당사에 매우 중요한 한국 시장을 보호하기 위하여, 현장의 적은 수이기는 하나 이러한 의심 사례를 대처하고 해소하기 위한 예방적인 조치를 취하기로 결정하였습니다. 중요한 점으로서, 당사는 귀 기관과 자동차안전연구원에 모든 것을 투명하게 공개하며, 위와 같은 상황을 명확히 전달 드려왔고, 귀 기관 및 자동차안전연구원과의 충분한 논의를 거친 후, 이번 리콜을 시행하기로 결정하였다는 점을 말씀드립니다."
비엠더블유코리아(주),MINI Cooper SD five-door,2014-10-14,2015-10-19,2020-06-01,"당사는 당사의 EGR 쿨러가 이전 리콜 대상 EGR 쿨러에 비하여 개선되고 최적화 되었음을 입증하였습니다. 당사의 철학과 경영 정책에 따라, 개별 현장 사례의 분석을 계속하였습니다. 그 결과, 지속적인 노력을 통해 상황이 개선되었음에도, 현장에서 적은 수이기는 하나 EGR 쿨러의 누수가 의심되는 사례를 관찰하게 되었습니다. 이에 고객의 이익과 편의를 충실히 보호하고, 동시에 당사에 매우 중요한 한국 시장을 보호하기 위하여, 현장의 적은 수이기는 하나 이러한 의심 사례를 대처하고 해소하기 위한 예방적인 조치를 취하기로 결정하였습니다. 중요한 점으로서, 당사는 귀 기관과 자동차안전연구원에 모든 것을 투명하게 공개하며, 위와 같은 상황을 명확히 전달 드려왔고, 귀 기관 및 자동차안전연구원과의 충분한 논의를 거친 후, 이번 리콜을 시행하기로 결정하였다는 점을 말씀드립니다."
비엠더블유코리아(주),MINI Cooper SD five-door,2014-07-02,2017-07-20,2020-10-01,"당사는 당사의 EGR 쿨러가 이전 리콜 대상 EGR 쿨러에 비하여 개선되고 최적화 되었음을 입증하였습니다. 당사의 철학과 경영 정책에 따라, 개별 현장 사례의 분석을 계속하였습니다. 그 결과, 지속적인 노력을 통해 상황이 개선되었음에도, 현장에서 적은 수이기는 하나 EGR 쿨러의 누수가 의심되는 사례를 관찰하게 되었습니다. 이에 고객의 이익과 편의를 충실히 보호하고, 동시에 당사에 매우 중요한 한국 시장을 보호하기 위하여, 현장의 적은 수이기는 하나 이러한 의심 사례를 대처하고 해소하기 위한 예방적인 조치를 취하기로 결정하였습니다. 중요한 점으로서, 당사는 귀 기관과 자동차안전연구원에 모든 것을 투명하게 공개하며, 위와 같은 상황을 명확히 전달 드려왔고, 귀 기관 및 자동차안전연구원과의 충분한 논의를 거친 후, 이번 리콜을 시행하기로 결정하였다는 점을 말씀드립니다."
메르세데스벤츠코리아(주),G 500,2018-10-12,2018-11-28,2020-06-04,"운전자가 잠금 장치의 상태를 실제와 반대로 인식 할 수 있습니다. 이로 인해 잠김으로 설정 시 안에서 열릴 수 있고, 해제 시 열리지 않을 수 있습니다."
메르세데스벤츠코리아(주),Mercedes-AMG G 63,2018-07-09,2019-07-30,2020-06-04,"운전자가 잠금 장치의 상태를 실제와 반대로 인식 할 수 있습니다. 이로 인해 잠김으로 설정 시 안에서 열릴 수 있고, 해제 시 열리지 않을 수 있습니다."
메르세데스벤츠코리아(주),G 350 d,2018-06-01,2018-06-01,2020-06-04,"운전자가 잠금 장치의 상태를 실제와 반대로 인식 할 수 있습니다. 이로 인해 잠김으로 설정 시 안에서 열릴 수 있고, 해제 시 열리지 않을 수 있습니다."
현대자동차(주),싼타페(TM),2018-09-14,2019-11-25,2020-06-05,일부 차량에서 브레이크 호스 내 공기빼기 작업 미흡으로 인해 제동력 제어 시점 지연으로 자동차안정성제어장치(ESC) 작동 조건에서 차량의 측방향 미끄러짐이 일부 발생할 수 있는 기준 부적합 결함이 발견되어 제작결함시정을 하고자 함
비엠더블유코리아(주),BMW i8 Roadster,2018-04-20,2018-09-21,2020-06-12,휠을 생산하는 과정에서 휠의 규격을 타각하는 공정의 오류로 인해 직경을 의미하는 표기'J'가 누락되었을 가능성이 발견 되었습니다.
